Q_feature_0,Q_feature_1,Q_feature_2,Q_feature_3,Q_feature_4,Q_feature_5,Q_feature_6,Q_feature_7,label
-0.4084861170785056,-0.29646848250533153,-0.09194471725840492,0.015044432852426237,0.02204558068507112,-0.02720856606739247,0.018216368636957303,0.001380027779843196,1
0.5345043701273835,-0.024467968978218402,-0.0014544751608511208,-0.07662599917673585,0.05431538351061649,0.009458882050301765,0.008582053479335772,-0.0077158465463176285,1
0.47506933906549265,-0.0007631218014462204,0.07224979003689175,-0.03275045899069301,0.015194443910381772,0.01660638051086838,-0.0067445104125800626,-0.001107010616104187,2
0.3915596392468072,0.09242539910989062,0.12983985760979694,0.06882276088016925,0.006563033986244415,0.009654304577594197,0.11840480273212017,0.0247022141217888,2
0.3480601167524911,0.17710342901002374,-0.011703114604320997,0.2239610814179694,0.2252739842007373,0.038939432086035564,-0.02973099731785983,-0.005056393394520076,1
0.4750610349850658,0.019577780537041234,0.09747183214287702,-0.010913267994387466,0.010985879326397274,0.01514632119203585,0.01767215858051724,0.0015912856826917343,2
0.38321137472633315,0.006633164927405066,0.16453152572908197,0.007563848863207989,-0.018655124817271163,-0.006092077223680881,-0.05758757684909166,0.0003331470069029008,1
0.4222823377790502,0.1279861693316104,0.08129000024994876,0.06566822156689534,0.03795052931979659,-0.00044155816698204786,0.11199990601931292,0.04383389386707143,2
0.4743673573512936,-0.029219775067693965,0.11819703551646799,-0.04166553657363159,0.0032051311081901512,0.004511627060179713,-0.0748222532300904,0.0008375211504896285,2
0.5247390176775121,-0.03997784153322903,0.06418156070792458,0.017513069416078053,0.01909789651627497,0.04077270617012796,0.05331640177787128,0.004645367040381321,1
0.44023336459659823,0.1319617167388178,0.043323183200638216,0.48720796116873794,0.10099696785233214,0.06691405292265956,-0.028939758169944485,0.020929899762024362,1
0.018560504800987587,0.12831417933745048,-0.07163892537222016,0.010585033470824512,-0.03387529431856623,0.016417467010507725,0.06047368492378813,0.009216371756682606,1
0.38321137472633343,0.03703892369480438,0.04686330546030959,-0.0068929063329086215,0.003952753568127743,0.020287820965147862,0.011769206872819626,-0.000609340754832155,1
0.5281862356304811,-0.03626202458449901,-0.12005053960651496,0.013617027789356695,0.06839299383135222,0.03005205029920094,-0.023070867286963392,-0.007717309393462934,1
0.3259270664956573,0.11215060165792012,0.04018618173897831,0.034049292421742205,0.010402221856868732,0.008347544096571957,0.09930419017739972,0.025372531569801404,2
0.4551897216904156,0.0619801035297321,0.09688047811962658,0.5318093305450005,0.14611867972392,0.002401081150952833,0.053629654029560214,0.10688406360629937,1
0.526842308577075,-0.034594426729698036,0.1045105294574809,0.0604545946934435,0.03019315668918876,0.027174669600304735,-0.009612591374278279,0.005206745132007584,2
0.38321661293448206,0.03736021281773755,0.10265167550438853,0.013860416910535134,-0.0069847897385140745,0.012507376971160666,0.005811939557756329,0.0018492257591239403,1
0.15461706277521942,0.11299139615797882,0.0546923791223507,0.04676893509138569,-0.017380503873642428,0.015867708088862786,0.09193063694638953,0.012574019905547074,1
0.2655027241826308,0.08518065589761065,0.07946689416945268,0.04233334865249283,-0.0114108607321734,0.005297140366495701,0.02871407994925984,0.004559786190531323,2
0.38433685367199566,0.04217069841006771,0.16381274970051846,0.0350848156228194,-0.01613276733573582,0.009553441666975693,0.020790283477988558,0.004250797133856787,1
0.384332050751305,0.10755489194972734,0.14382812939886702,0.05903378731178277,0.00028654615361106694,0.001514742104017086,0.13140178614632425,0.024345512462137675,1
